"","AA4","is_female","DG3","DG4","DG5_4","DG6","DG8a","DG9a","DL0","DL1","DL14","DL15","DL24","MT1","MT1A","MT2","MT10","IFI14_1","IFI14_2","IFI15_2","IFI16_1","FL4","FL9A","FL10","FB20","LN1A","LN2_1","GN2","GN3","GN4","GN5"
"208","16","1","3","6","2","2","2","1","2","7","3","3","2","1","2","2","2","3","99","99","1","2","1","5","6","1","2","1","2","2","2"
"209","25","0","3","5","2","1","4","1","2","10","4","1","1","0","4","2","2","3","99","99","99","2","1","2","15","3","1","3","3","3","3"
"210","31","1","1","7","2","3","4","1","2","8","6","4","3","2","3","2","2","5","5","99","3","8","3","5","2","1","4","4","4","4","3"
"211","32","1","3","1","2","2","3","1","2","7","5","1","3","1","2","2","2","1","1","2","2","2","3","11","8","4","1","2","4","2","2"
"212","34","1","1","7","2","3","2","1","1","5","2","1","1","1","3","2","2","3","2","3","2","8","11","99","2","3","1","3","3","3","3"
"213","41","1","6","1","2","1","3","2","2","4","3","1","4","1","4","2","2","4","4","2","2","1","11","8","1","4","1","1","3","3","3"
"214","34","0","2","10","2","1","2","2","1","1","2","3","5","2","2","1","1","1","3","1","1","2","1","11","2","1","5","2","1","2","2"
"215","16","0","3","4","1","1","5","5","1","1","5","1","3","3","1","1","1","2","2","2","1","1","1","3","15","2","1","2","2","2","2"
"216","25","1","3","1","2","2","2","2","2","7","4","1","2","1","99","2","2","99","99","99","2","2","1","1","15","4","1","2","2","2","2"
"217","44","1","3","5","2","2","4","2","2","2","5","1","2","3","2","1","2","3","3","2","2","3","1","2","1","3","2","3","1","1","1"
"218","16","0","3","5","2","4","8","4","1","4","12","1","1","1","99","2","2","2","99","99","6","99","11","99","15","4","1","3","3","3","3"
"219","16","0","1","5","2","3","6","2","2","8","8","1","2","99","3","1","2","3","3","99","2","1","1","2","2","4","1","3","3","3","3"
"220","25","1","8","2","2","2","1","1","2","7","5","2","2","1","2","2","2","5","5","99","2","2","1","11","15","3","1","3","3","3","3"
"221","26","1","8","1","2","2","4","0","2","7","5","2","3","2","4","2","2","99","99","2","2","1","6","6","15","4","1","2","2","2","2"
"222","33","0","1","6","2","1","4","2","1","1","4","2","5","0","1","2","2","3","3","3","2","1","11","11","15","2","2","1","1","1","1"
"223","22","0","3","6","2","1","2","2","1","1","6","1","3","0","1","2","2","4","4","2","2","2","7","99","1","4","1","2","2","2","2"
"224","44","0","3","3","2","1","5","3","1","1","7","2","5","1","1","1","1","2","4","2","1","1","2","99","14","3","5","1","1","1","1"
"225","44","1","3","5","2","2","2","1","2","7","4","2","2","2","2","1","2","1","1","1","1","1","8","5","1","1","1","3","3","3","3"
"226","16","0","3","4","2","2","3","2","1","1","5","2","3","1","1","1","1","3","3","1","3","8","6","6","1","3","1","2","2","2","2"
"227","26","1","3","4","2","2","2","1","2","7","4","1","2","1","2","2","2","3","3","2","1","2","11","11","15","4","1","2","2","2","2"
"228","34","0","3","6","1","7","1","0","1","1","1","4","2","1","1","1","1","2","2","1","1","1","7","11","6","3","2","1","1","1","1"
"229","32","0","3","4","2","1","2","1","1","5","2","1","99","0","99","2","2","1","1","1","1","99","11","99","11","4","1","1","99","99","1"
"230","15","1","3","5","2","2","3","3","2","7","5","3","99","1","2","2","2","4","4","3","7","2","1","7","8","1","2","2","2","2","2"
"231","25","1","3","1","2","2","2","1","2","96","2","1","2","0","2","2","2","99","99","99","2","2","1","5","1","4","1","2","2","2","2"
"232","33","1","3","1","2","2","2","1","2","7","4","1","3","1","2","2","2","99","99","99","1","99","11","99","1","4","1","99","2","2","2"
"233","16","1","1","7","2","3","6","2","2","1","7","4","2","1","3","1","1","4","4","3","2","1","8","9","15","2","4","1","1","4","4"
"234","42","1","3","5","2","2","2","2","2","4","4","2","2","1","2","2","2","3","3","99","2","2","3","1","4","2","1","3","3","3","3"
"235","34","1","3","3","2","2","2","1","2","7","2","1","2","1","2","2","2","2","2","2","2","2","1","8","2","4","2","2","2","2","2"
"236","26","1","6","5","2","1","2","1","2","7","4","1","2","1","4","2","2","2","2","1","1","8","3","2","4","4","1","3","3","3","3"
"237","14","0","1","10","2","3","4","2","2","8","4","2","5","3","3","2","1","2","2","1","7","8","6","11","1","1","5","4","4","4","4"
"238","44","0","3","4","2","2","4","2","1","2","4","1","2","1","1","1","1","2","2","2","4","8","1","2","1","3","2","3","3","3","3"
"239","34","0","1","6","2","3","5","4","2","8","6","4","1","3","3","1","2","3","3","2","3","8","7","7","2","3","2","4","4","4","4"
"240","41","1","2","4","2","2","2","2","2","7","2","1","3","1","2","2","2","5","5","2","2","2","1","99","1","1","2","2","2","2","2"
"241","41","1","3","1","2","2","3","3","2","7","3","1","3","1","2","1","1","3","3","2","2","2","2","5","1","4","1","3","3","3","3"
"242","34","1","1","11","2","3","4","2","2","8","4","4","5","3","3","1","1","1","1","1","1","8","1","11","2","1","5","4","4","4","4"
"243","22","0","8","5","2","1","1","1","1","2","1","1","4","1","1","1","1","2","2","1","2","1","1","4","15","1","1","1","1","1","1"
"244","25","0","3","4","2","1","2","1","1","2","2","1","4","1","1","1","1","3","3","3","2","8","7","2","3","3","1","1","1","1","1"
"245","22","1","1","7","2","7","2","2","1","1","2","3","99","2","1","1","2","3","1","1","2","1","96","99","1","1","5","1","3","3","3"
"246","33","0","1","10","2","7","5","0","2","8","5","1","1","1","1","1","1","3","6","4","1","1","11","11","15","1","4","4","4","4","4"
"247","43","1","3","6","2","99","1","0","2","1","2","1","9","2","1","1","1","3","3","3","3","1","11","8","15","1","2","1","1","1","1"
"248","43","1","4","5","2","1","1","1","1","3","1","2","1","1","1","1","1","3","3","3","3","1","3","1","15","1","2","1","1","1","1"
"249","23","1","3","1","2","1","3","3","2","7","7","1","3","1","2","2","1","3","3","2","2","2","1","9","6","4","1","2","2","2","2"
"250","25","1","6","1","2","1","1","1","1","10","1","1","1","0","1","2","2","5","5","99","3","8","1","2","11","4","1","1","1","1","1"
"251","25","0","1","7","1","1","1","1","1","1","1","3","4","1","1","1","1","2","2","2","2","1","1","6","1","1","4","1","1","1","1"
"252","16","1","3","1","2","2","4","4","2","7","7","2","1","2","2","1","1","3","99","99","2","2","5","1","1","4","1","1","2","2","2"
"253","26","1","3","3","2","2","3","1","2","1","3","1","3","1","2","2","2","2","99","99","1","2","7","2","3","4","1","1","2","2","2"
"254","33","0","3","1","2","1","2","0","1","5","2","1","1","99","1","2","2","4","4","3","2","1","11","99","15","4","1","1","1","1","1"
"255","16","0","6","5","2","1","3","1","2","7","7","4","2","1","4","2","2","1","5","3","1","1","8","11","1","1","1","1","1","1","1"
"256","32","1","8","4","2","3","2","2","2","5","3","2","9","1","3","2","1","99","99","99","2","99","1","10","2","4","3","4","4","4","4"
"257","23","1","3","1","2","2","4","1","2","4","4","1","2","1","4","2","2","4","99","99","2","2","1","9","6","4","1","2","2","2","2"
"258","33","0","1","7","2","3","4","1","2","1","4","4","3","2","1","1","1","6","6","6","3","1","1","11","1","1","3","4","4","4","4"
"259","23","0","6","1","2","1","1","1","1","4","1","1","1","0","99","2","2","3","3","2","2","1","1","2","6","4","1","1","1","1","1"
"260","25","0","3","3","2","1","3","1","1","4","3","4","2","2","1","1","1","1","5","3","3","1","1","11","6","2","1","1","1","1","1"
"261","13","1","6","1","2","1","2","1","2","7","2","1","1","1","1","1","1","4","4","3","3","1","1","7","1","1","1","1","1","1","1"
"262","34","1","1","8","2","3","7","2","2","8","11","3","1","2","3","2","2","3","99","99","1","8","1","2","15","2","4","4","4","4","4"
"263","16","0","1","5","2","3","5","2","2","5","5","3","3","3","3","1","1","2","2","2","2","8","11","1","1","1","3","4","4","4","4"
"264","21","1","3","1","2","2","2","0","2","7","4","1","2","1","2","2","2","3","99","99","1","2","1","4","6","1","1","2","2","2","2"
"265","16","0","1","6","2","3","3","2","2","6","4","1","2","1","1","1","2","4","6","5","6","8","5","2","15","1","1","4","4","4","4"
"266","33","1","3","1","2","2","2","0","2","7","2","1","1","0","1","2","2","5","2","3","1","1","11","99","15","3","1","1","1","1","1"
"267","32","1","3","3","2","2","99","2","2","7","2","2","4","1","99","1","1","3","3","2","2","1","11","99","1","1","5","1","1","1","1"
"268","14","0","99","99","2","7","1","0","1","99","1","2","99","1","99","2","2","1","3","1","1","99","11","99","15","3","4","99","99","99","99"
"269","23","0","3","5","2","1","4","2","1","1","4","1","3","1","5","2","2","3","3","2","1","99","7","99","15","4","1","4","4","99","99"
"270","16","1","3","2","2","2","3","1","2","7","5","2","3","1","2","2","2","2","2","2","1","2","3","1","1","3","1","2","2","2","2"
"271","44","0","3","6","2","1","2","1","1","1","4","2","3","1","1","1","1","2","2","2","7","1","1","1","1","2","3","1","1","3","1"
"272","44","0","1","10","2","3","4","1","2","8","6","2","3","2","3","1","1","3","2","2","3","8","1","11","13","1","4","4","4","4","4"
"273","32","0","1","5","2","1","3","0","1","99","3","2","1","0","1","2","1","4","4","3","3","3","1","11","15","1","3","1","1","1","1"
"274","34","1","3","6","2","1","2","1","2","7","2","2","5","2","2","1","1","3","3","1","3","2","1","11","11","1","1","3","3","3","3"
"275","26","1","3","6","2","2","2","2","2","7","2","2","99","1","2","2","2","1","99","5","1","99","11","1","15","1","3","2","2","2","2"
"276","14","0","3","1","2","1","4","1","1","4","4","4","9","1","1","1","2","2","2","2","1","1","1","7","2","3","2","1","1","1","1"
"277","32","0","3","5","2","1","3","2","1","5","3","1","3","2","1","1","1","1","1","1","1","1","11","11","1","2","1","3","3","3","3"
"278","16","0","1","5","2","3","4","1","2","3","4","1","3","1","1","2","2","5","5","4","2","1","3","5","15","2","2","3","3","3","1"
"279","44","1","1","6","1","3","4","2","2","6","6","2","2","2","3","1","1","6","6","3","3","8","8","4","14","1","4","4","4","4","4"
"280","16","1","3","1","2","2","2","1","2","7","2","1","3","1","99","2","2","99","99","99","2","1","9","6","2","4","1","3","3","3","2"
"281","33","1","3","7","2","1","2","2","1","3","5","1","1","0","1","2","2","3","3","3","2","1","1","11","15","4","3","1","1","1","1"
"282","17","0","1","5","2","3","5","1","2","8","7","4","3","4","3","1","1","3","3","1","1","8","1","11","15","3","4","4","4","4","4"
"283","23","1","3","5","2","3","2","2","1","99","4","1","2","1","1","1","2","3","3","4","1","2","3","7","6","4","1","1","2","2","2"
"284","24","1","3","1","2","2","4","0","2","7","5","1","3","2","2","2","2","2","99","99","1","2","11","99","15","2","1","2","2","2","2"
"285","16","0","3","1","2","1","2","1","1","1","7","1","5","2","1","1","1","3","3","2","6","1","1","1","14","4","1","1","3","3","3"
"286","15","0","6","6","1","1","1","1","1","4","1","2","3","1","1","1","2","4","4","4","2","1","1","7","6","1","2","1","1","1","1"
"287","34","1","3","7","1","2","2","1","2","7","3","3","5","3","2","1","2","1","1","3","8","2","1","9","15","1","4","3","3","3","3"
"288","13","1","3","4","2","2","3","2","2","7","6","2","3","2","2","2","2","3","3","1","1","2","11","3","2","2","1","3","3","3","3"
"289","41","1","1","6","2","3","3","2","2","8","4","1","99","1","3","2","2","4","4","4","2","8","3","1","1","1","3","4","4","4","4"
"290","26","1","8","7","2","5","5","2","2","7","8","1","3","2","2","2","2","2","99","1","1","8","6","4","12","2","3","3","3","3","3"
"291","34","1","8","6","2","2","3","1","2","7","5","2","3","1","2","2","2","2","2","1","1","2","8","11","2","4","1","2","2","2","2"
"292","23","0","3","6","2","1","2","1","1","3","2","1","2","1","1","2","2","2","99","99","1","1","1","2","1","2","2","2","2","2","2"
"293","23","0","1","7","2","3","3","1","2","8","4","1","9","1","3","2","2","3","3","2","1","1","11","99","14","4","2","3","3","3","3"
"294","26","1","3","1","2","2","7","2","2","7","9","1","3","2","2","2","2","3","99","3","2","2","1","8","1","4","1","2","2","2","2"
"295","23","1","8","6","2","3","3","1","2","8","7","4","3","1","3","1","2","2","3","1","1","1","11","99","15","3","3","1","4","4","4"
"296","34","0","3","6","2","1","2","1","1","1","3","2","3","2","1","1","1","2","2","1","1","1","1","2","15","1","3","1","1","2","1"
"297","33","1","1","5","2","7","5","2","2","7","5","2","99","1","3","2","2","1","1","1","5","99","1","99","15","2","3","99","99","99","99"
"298","31","0","1","6","2","3","2","2","2","99","4","3","99","3","99","2","2","2","2","2","1","99","1","99","1","1","4","3","4","4","3"
"299","34","1","3","1","2","2","2","2","2","7","2","4","1","1","2","2","2","99","99","99","2","2","11","8","13","4","1","3","3","3","3"
"300","41","1","3","5","2","2","2","2","2","1","2","2","5","2","2","1","2","1","1","1","1","2","2","2","1","3","4","2","2","2","2"
"301","11","0","3","11","1","1","2","2","1","1","4","3","1","4","1","2","1","2","2","3","1","3","2","3","4","3","5","1","1","1","1"
"302","35","1","3","5","2","2","2","2","1","2","2","2","99","1","99","2","2","99","99","99","99","99","11","99","15","2","4","99","99","99","99"
"303","16","1","3","1","2","2","5","5","2","7","7","1","99","1","99","1","1","3","99","99","2","99","1","99","3","1","3","99","99","99","99"
"304","25","1","3","1","2","2","5","1","2","7","5","3","2","1","4","2","2","2","2","2","2","2","1","2","1","4","1","3","3","3","3"
"305","32","0","3","6","2","1","3","1","1","1","3","2","9","1","1","2","1","2","2","99","6","1","1","99","15","1","1","1","1","1","1"
"306","16","1","3","10","2","3","5","1","2","7","10","3","1","1","5","2","1","3","3","99","1","8","6","99","10","3","1","3","3","3","3"
"307","42","1","3","7","2","1","1","1","2","7","1","3","99","1","1","1","1","2","2","1","2","2","11","2","14","1","5","2","2","2","2"
"308","34","1","8","5","2","2","2","2","2","1","4","3","3","1","99","1","1","4","4","2","2","2","11","99","6","3","1","3","3","2","2"
"309","22","0","8","10","1","5","3","3","1","4","5","3","3","1","5","2","2","4","4","3","4","1","1","11","6","1","4","1","1","1","1"
"310","16","1","3","1","2","2","5","3","2","7","5","3","5","3","4","2","2","1","1","1","1","8","6","9","1","4","1","3","3","3","3"
"311","43","1","3","5","2","1","99","3","2","4","5","2","3","99","1","1","1","3","2","6","4","1","1","4","2","2","4","1","1","1","1"
"312","32","0","3","1","2","1","2","1","1","4","3","1","3","0","1","2","2","4","4","3","2","8","3","2","1","4","1","1","1","1","1"
"313","33","1","3","1","2","2","1","1","2","4","1","1","2","1","2","2","2","99","99","99","2","2","11","99","15","4","1","2","2","2","2"
"314","43","0","1","6","2","3","99","3","2","8","5","2","99","99","3","2","2","4","1","3","3","1","1","4","12","2","4","1","1","1","1"
"315","23","1","3","7","2","2","2","0","2","7","2","3","3","1","1","2","2","2","99","1","2","2","6","11","15","1","2","2","2","2","99"
"316","23","0","3","6","2","1","6","3","2","7","6","3","2","1","4","2","2","2","2","1","1","1","6","4","6","2","4","2","1","1","1"
"317","13","1","2","1","2","2","5","2","2","1","8","1","1","1","2","1","2","4","5","99","1","2","1","5","15","4","5","2","2","2","2"
"318","24","1","3","7","2","3","8","2","2","7","11","3","2","3","2","2","2","99","99","99","2","2","6","6","1","1","4","3","3","3","3"
"319","44","0","3","6","2","1","2","2","1","4","3","2","3","2","1","1","2","2","2","1","1","8","1","3","2","1","4","3","3","3","3"
"320","26","1","8","6","2","2","3","1","2","99","4","2","3","2","2","1","2","2","99","99","1","2","6","10","2","2","3","2","2","2","2"
"321","44","0","3","7","2","1","2","1","1","1","3","1","3","1","1","1","1","3","2","2","2","1","1","3","2","1","4","3","3","3","3"
"322","44","1","3","6","2","2","2","1","2","7","4","3","1","1","2","1","1","3","3","3","3","2","10","10","1","4","4","3","3","3","3"
"323","42","1","3","6","2","2","2","2","2","7","4","2","3","2","2","1","1","4","4","99","3","2","3","1","1","2","2","2","2","3","3"
"324","44","0","3","5","2","3","5","3","2","1","6","1","3","2","1","1","2","99","6","99","3","2","1","11","1","4","1","1","1","4","4"
"325","34","1","3","7","2","2","2","1","2","7","3","2","5","2","2","1","1","2","2","1","1","2","1","9","15","1","3","2","2","2","2"
"326","41","0","3","5","2","2","2","1","1","4","4","2","5","1","1","1","1","4","5","3","3","2","5","3","3","4","2","2","3","4","2"
"327","16","1","3","10","2","4","4","2","2","7","8","3","3","3","2","1","2","3","3","2","2","1","6","1","2","1","1","2","2","3","99"
"328","31","0","3","6","1","1","99","99","1","99","2","1","99","1","1","2","2","3","3","2","2","99","7","9","14","2","2","2","2","2","2"
"329","26","1","8","1","2","2","2","2","2","4","4","1","1","1","2","2","2","99","99","99","1","2","3","5","2","4","1","2","2","2","3"
"330","26","1","1","11","2","3","3","1","2","6","3","3","3","2","3","1","2","2","2","1","1","8","6","2","12","1","4","4","4","4","4"
"331","16","1","3","4","2","2","4","2","2","7","5","2","9","2","4","2","2","3","3","1","2","2","1","3","1","3","3","3","4","3","3"
"332","33","1","3","1","2","1","2","0","2","7","2","1","1","99","99","2","2","3","99","99","2","1","11","99","15","3","1","1","1","1","1"
"333","16","1","3","6","2","2","2","2","2","7","3","3","1","2","99","2","1","3","3","2","1","2","3","5","15","2","2","3","3","3","2"
"334","34","0","3","7","2","7","4","0","1","1","8","4","1","1","1","1","1","5","5","3","2","1","5","11","6","3","2","1","1","1","1"
